Prozess;Indexnummer;AktivitätenPos;Aktivitätenart;Aktivität;PlainText;Druckgruppe;Ressourcenart;Ressourcengruppe;Ressource;Formel;Rüstzeit;Zeiteinheit tr;Rüstaktivität;Stückzeit;Zeiteinheit te;Zeitmengeneinheit;Intensität;MehrMaschFaktor;ProdMengenfaktor;Menge Teillos;% Mindestmenge;Überlieferung;Unterlieferung;RückmeldeKz;Kostenartengruppe;Lohnart;# Rückmeldescheine;# Lohnscheine;Prüfplan;NCProgrammNr;Aktivitätenklasse;Teil;Lieferant;Listenpreis;Preis;wertm R/Z;wertm R/Z 2;% R/Z;% R/Z 2;% R/Z 3;Mengenfaktor;Lieferzeit;ZE Lieferzeit;Lieferzeit/ZME;ZME/LZ;KonsigLagerort;Zeit;Zeiteinheit;Decimal1;Decimal2;Decimal3;Decimal 21;Decimal 22;Integer1;Integer2;Integer3;Integer4;Integer5;character1;character2;character3;character4;character5;character6;character7;character8;character9;character10;Prüfungszeitpunkt;Prüfungsart;Termine disporel;Gewicht FremdAkt;VerpVor FremdAkt;Füllmenge FremdAkt;Herkunft stat WaNr;stat Warennummer;Faktor LME-BME;Unterbrechungen;unterbrechbar;Zeitraum;Zeiteinheit ZR;minimaler Abstand;ZE Zwischenzeit;RepRes Line;VerpVor ProdAkt;Füllmenge ProdAkt;Gewicht ProdAkt;Stillstand;Checkliste;Erfassungspflicht
;;0;0;;?;;0;no;;0;0;1;no;0;1;0;1;100;1;0;0;100;100;0;;;1;1;;;;;0;yes;0;0;0;0;0;0;1;0;4;0;0;?;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;None;LotSize;no;0;;0;1;;1;1;no;0;1;0;1;0;;0;0;no;;no
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
1;Prozess;Routing;PMM_RoutingMaster.PMM_Routing_ID;CHARACTER;x(20);
2;Indexnummer;Index Number;PMM_Routing.IndexNo;CHARACTER;x99;
3;AktivitätenPos;Operation Line;PMM_Operation.OperationPosition;INTEGER;zzz9;
4;Aktivitätenart;Operation Category;PMM_Operation.OperationCategory;INTEGER;99;
5;Aktivität;Operation;PMM_Operation.PMM_Operation_ID;CHARACTER;x(20);
6;PlainText;Plain Text;BT_Kopf.PlainText;CLOB;x(8);
7;Druckgruppe;Income Object Group;PMM_Operation.PrintGroup;CHARACTER;x(20);
8;Ressourcenart;Resource Category;PMM_OperationRes.ResourceCategory;INTEGER;99;
9;Ressourcengruppe;Resource Group;PMM_OperationRes.ResourceGroup;LOGICAL;ja/nein;
10;Ressource;Resource;PMM_OperationRes.PMM_OperationRes_ID;CHARACTER;x(20);
11;Formel;OprFormul;PMM_Operation.ActivityFormula;INTEGER;z9;
12;Rüstzeit;Setup Time (ts);PMM_Operation.TSetup;DECIMAL;zzz,zz9.99;
13;Zeiteinheit tr;Time Unit ts;PMM_Operation.TimeUnitTs;CHARACTER;9;
14;Rüstaktivität;Setup Operation;PMM_Operation.SetupOperation;LOGICAL;ja/nein;
15;Stückzeit;Unit Time (tu);PMM_Operation.TUnit;DECIMAL;zzz,zz9.99;
16;Zeiteinheit te;Time Unit tu;PMM_Operation.TimeUnitTu;CHARACTER;9;
17;Zeitmengeneinheit;Time Unit of Measure;PMM_Operation.TimeQuantityUnit;INTEGER;zz9;
18;Intensität;Intensity;PMM_OperationRes.Intensity;DECIMAL;zzz,zz9.99;
19;MehrMaschFaktor;Proportional Working Time per Machine;PMM_Operation.MultiMachineFactor;DECIMAL;zz9%;
