Teil;Variante;Indexnummer;Verteilergruppe;Losbildung;kalk Losgröße;Prozessfindung;Vorgangskette;Durchlaufzeit;Zeiteinheit;Anlagebemerkung;Änderungsbemerkung;TerminierungsKz;Toleranzprüfung;Untergrenze;Obergrenze;# LK je Druck;FormularNr LK;Anzahl Zeilen LK;Materialscheine;FormularNr MS;MatBgltScheine;FormularNr MBS;KommScheine;FormularNr KoS;SamMatScheine;FormularNr SMS;Anzahl Zeilen SMS;SamMatScheine fr;FormularNr SMSf;Anzahl Zeilen SMSf;Lohnscheine;FormularNr LoS;Anzahl Zeilen LoS;Rückmeldescheine;FormularNr RS;Anzahl Zeilen RMS;Fertigmeldungen;FormularNr FM;Änderung freigeg;Änderungsnummer;Freigabebenutzer;Freigabedatum;Bemerkung;geprüft durch;Prüfdatum;Prüfungsbemerkung;Prüfungszeitpunkt;Zustand;Formular MKBL;Elektrostückliste;kalk Dispobereich;Herkunft VerpVor;LagenOri zulässig;Traceability
;;;;;1;0;;0;3;;;0;no;0;999;1;0;3;no;0;no;0;no;0;yes;0;3;no;0;3;no;0;3;no;0;3;yes;0;no;;;?;;;?;;None;0;no;no;0;0;yes;0
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
1;Teil;Part;PMM_BomHeadMaster.Part;CHARACTER;x(20);
2;Variante;Variant;PMM_BomHeadMaster.PartVariant;CHARACTER;x(6);
3;Indexnummer;Index Number;PMM_BomHead.IndexNo;CHARACTER;x99;
4;Verteilergruppe;Work Group;BBM_WflWorkGroup.BBM_WflWorkGroup_id;CHARACTER;x(6);
5;Losbildung;Lot Sizing;PMM_BomHead.LotSizing;CHARACTER;x(3);
6;kalk Losgröße;Optimal Lot Size;PMM_BomHead.OptimumLotSize;DECIMAL;zzz,zzz,zz9;
7;Prozessfindung;Routing Determination;PMM_BomHead.RoutingDetermination;INTEGER;9;
8;Vorgangskette;Process Chain;PMM_BomHeadMaster.ProcessChain;CHARACTER;x(3);
9;Durchlaufzeit;Average Cycle Time;PMM_BomHead.AverageCycleTime;INTEGER;zz9;
10;Zeiteinheit;Time Unit;PMM_BomHead.TimeUnit;CHARACTER;9;
11;Anlagebemerkung;Entry Remark;PMM_BomHead.CreationRemark;CHARACTER;x(30);
12;Änderungsbemerkung;Change Remark;PMM_BomHead.ChangeRemark;CHARACTER;x(30);
13;TerminierungsKz;Scheduling ID;PMM_BomHead.SchedulingID;INTEGER;z9;
14;Toleranzprüfung;Check Tolerance;PMM_BomHeadMaster.ToleranceCheck;LOGICAL;ja/nein;
15;Untergrenze;Lwr Limit Tolerance;PMM_BomHeadMaster.LowerLimit;DECIMAL;zz9%;
16;Obergrenze;Upper Lmt Tolerance;PMM_BomHeadMaster.UpperLimit;DECIMAL;zz9%;
