Belegnummer;Kunde;Belegdatum;Auftragsart;Verteilergruppe;Lagerort;KonsigLagerort;Sachbearbeiter;Kostenträger;Preisgültigkeit;Wunschtermin;Liefertermin;Sprache;Währung;Lieferbedingung;Lieferrestriktion;Transportzeit;Dispofreigabe;Zeiteinheit tt;Versandart;Preisliste;Rabattgruppe;Empfänger;Wiedervorlage;Bestellung;Bestelldatum;Lieferhinweis;Geschäftsart;Valutadatum;Valutatage;Zahlungsziel;Zahlungsart;Bankverb Konto;Bez Zuschlag1;Bez Zuschlag2;Bez Zuschlag3;Bez Zuschlag4;Bez Zuschlag5;Zuschlag1;Zuschlag2;Zuschlag3;Zuschlag4;% Zuschlag;Zuschlag Skonto;Fracht skontofähig;Formularnummer;Anzahl Formulare;Kopftext1;Kopftext2;Kopftext3;Kopftext4;Bemerkung1;Bemerkung2;Bemerkung3;Lieferadresse;Rechnungsadresse;Profitcenter;Rabatt sichtbar;Schlussrechnung;Umweltabgabe;SdI-Zahlungsart;Spediteur;Vertrag;Bollobetrag;Bollo virtuell;Dokumententyp;Steuer verspätet;Steuer Vormonat;zus Regeln1;zus Regeln2;zus Regeln3;zus Regeln4;zus Regeln5;zus Regeln6;Fracht steuerfrei1;Fracht steuerfrei2;Fracht steuerfrei3;Fracht steuerfrei4;Fracht steuerfrei5;Fracht steuerfrei6;Nexus;Zuschlag steuerpfl1;Zuschlag steuerpfl2;Zuschlag steuerpfl3;Zuschlag steuerpfl4;Zuschlag steuerpfl5;Steuerbetrag1;Steuerbetrag2;Steuerbetrag3;Steuerbetrag4;Steuerbetrag5;Steuerbetrag6;Steuerbetrag7;Steuerbetrag8;Steuerbetrag9;Steuerbetrag10;Steuerbetrag11;Steuertyp;Steuersatz1;Steuersatz2;Steuersatz3;Steuersatz4;Steuersatz5;Steuersatz6;Kommissionierzeit;ZE KommZeit;Sammellieferschein;KommVorschl o Best;UGz Preistol proz;OGz Preistol proz;UGz Preistol abs;OGz Preistol abs;PM vereinzeln;VerpVorschrift;Terminrestriktion;Gewicht(t)
0;0;today;;;?;?;;;today;today;?;D;0;0;0;0;yes;4;0;;;;?;;?;;11;?;0;0;0;0;;;;;;0;0;0;0;0;no;no;0;1;;;;;;;;0;0;;yes;no;no;0;0;;0;yes;0;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;no;no;0;0;0;0;no;;0;0
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
1;Belegnummer;Document Number;V_BELEGKOPF.Belegnummer;INTEGER;zzzzzzz9;
2;Kunde;Customer;V_BELEGKOPF.kunde;INTEGER;zzzzzzzz;
3;Belegdatum;Document Date;V_BELEGKOPF.belegdatum;DATE;99.99.9999;
4;Auftragsart;Order Category;V_BELEGKOPF.auftragsart;CHARACTER;x(2);
5;Verteilergruppe;Work Group;V_BELEGKOPF.verteilergruppe;CHARACTER;x(6);
6;Lagerort;Storage Area;V_BELEGKOPF.lagerort;INTEGER;zzzzzzz9;
7;KonsigLagerort;Consignment Storage Area;V_BELEGKOPF.ConsigStorAr;INTEGER;zzzzzzz9;
8;Sachbearbeiter;Specialist;V_BELEGKOPF.sachbearbeiter;CHARACTER;x(12);
9;Kostenträger;Cost Object;S_KoTraeger.Kostentraeger;CHARACTER;x(20);
10;Preisgültigkeit;Price Validity;V_BELEGKOPF.preisgueltigkeit;DATE;99.99.9999;
11;Wunschtermin;Requested Date;V_BELEGKOPF.wunschtermin;DATE;99.99.9999;
12;Liefertermin;Delivery Date;V_BELEGKOPF.liefertermin;DATE;99.99.9999;
13;Sprache;Language;V_BELEGKOPF.sprache;CHARACTER;x(3);
14;Währung;Currency;V_BELEGKOPF.waehrung;INTEGER;zz9;
15;Lieferbedingung;Terms of Delivery;V_BELEGKOPF.lieferbedingung;INTEGER;zz9;
16;Lieferrestriktion;Delivery Restriction;V_BELEGKOPF.lieferrestrikt;INTEGER;z9;
17;Transportzeit;Transport Time;V_BELEGKOPF.transportzeit;INTEGER;zzzzz9;
18;Dispofreigabe;MRP Release;V_BELEGKOPF.MRPRelease;LOGICAL;ja/nein;
19;Zeiteinheit tt;Time Unit;V_BELEGKOPF.zeiteinheit;CHARACTER;9;
20;Versandart;Shipping Type;V_BELEGKOPF.versandart;INTEGER;zz9;
21;Preisliste;Price Group;V_BELEGKOPF.preisgruppe;CHARACTER;x(6);
22;Rabattgruppe;Discount Group;V_BELEGKOPF.rabattgruppe;CHARACTER;x(6);
23;Empfänger;Recipient;V_BELEGKOPF.empfaenger;CHARACTER;x(120);
24;Wiedervorlage;ToDo;V_BELEGKOPF.wiedervorlage;DATE;99.99.9999;
25;Bestellung;Purchase Order;V_BELEGKOPF.beleginfo;CHARACTER;x(40);
26;Bestelldatum;Purchase Order Date;V_BELEGKOPF.bestelldatum;DATE;99.99.9999;
27;Lieferhinweis;Shipping Instructions;V_BELEGKOPF.lieferhinweis;CHARACTER;x(40);
28;Geschäftsart;Key Business Category Intrastat;SBM_BusinessCategory.SBM_BusinessCategory_ID;INTEGER;99;
29;Valutadatum;Value Date;V_BELEGKOPF.valutadatum;DATE;99.99.9999;
30;Valutatage;Value Days;V_BELEGKOPF.valutatage;INTEGER;zz9;
31;Zahlungsziel;Credit Terms;V_BELEGKOPF.zahlungsziel;INTEGER;zz9;
32;Zahlungsart;Payment Method;V_BELEGKOPF.zahlungsart;INTEGER;z9;
33;Bankverb Konto;Counter;sbm_bankdataacc.bankdatacounter;INTEGER;zz9;
34;Bez Zuschlag1;Description Surcharge1;V_BELEGKOPF.zuschlbez;CHARACTER;x(20);
35;Bez Zuschlag2;Description Surcharge2;V_BELEGKOPF.zuschlbez;CHARACTER;x(20);
